target_name	t_accession	tlen	query_name	q_accession	qlen	fullseq_evalue	fullseq_score	fullseq_bias	num_of_domain	total_hit_domains	c-evalue	i-evalue	hmm_score	hmm_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	acc	description_of_target	aln_length	qcov
JNCS01000001_1358	-	344	44961_LOEP01000012_871	-	280	1.4e-77	263.3	0.5	1	1	8.6e-81	1.9e-77	262.9	0.5	15	268	70	338	9	343	0.8	[87236 - 86205] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	268	0.9571428571428572
LOEP01000012_871	-	381	44961_LOEP01000012_871	-	280	2.4e-75	256	0.2	1	1	1.4e-78	2.9e-75	255.7	0.2	24	272	102	374	13	380	0.8	[54501 - 55643] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	272	0.9714285714285714
Ga0207733_100382_12	-	371	44961_LOEP01000012_871	-	280	8.4e-75	254.2	0.2	1	1	4.9e-78	1e-74	253.9	0.2	24	270	88	362	9	369	0.78	[549 - 1661]	274	0.9785714285714285
Ga0207719_100190_837	-	371	44961_LOEP01000012_871	-	280	8.4e-75	254.2	0.2	1	1	4.9e-78	1.1e-74	253.9	0.2	24	270	88	362	9	369	0.78	[36883 - 35771] (REVERSE SENSE)	274	0.9785714285714285
JGI12330J12834_1000008_1669	-	304	44961_LOEP01000012_871	-	280	3.6e-57	196.3	0	1	1	2.1e-60	4.6e-57	196	0	24	267	39	291	4	302	0.84	[85785 - 84874] (REVERSE SENSE)	252	0.9
CP010426.1_12037	-	336	44961_LOEP01000012_871	-	280	1.4e-48	168.2	0.6	1	1	8.1e-52	1.7e-48	167.9	0.6	24	270	57	316	5	333	0.8	[636397 - 637404] Archaeon GW2011_AR20 chromosome, complete genome	259	0.925
CP010426.1_26639	-	364	44961_LOEP01000012_871	-	280	4.5e-13	51.7	1.4	1	1	5e-16	1.1e-12	50.4	1.4	62	253	34	219	11	341	0.75	[279665 - 278574] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	185	0.6607142857142857
Ga0207719_100190_847	-	220	44970_LOEP01000012_880	-	220	5.8e-143	476.3	0.3	1	1	7.4e-147	6.5e-143	476.1	0.3	1	220	1	220	1	220	1	[35648 - 34989] (REVERSE SENSE)	219	0.9954545454545455
Ga0207733_100382_22	-	220	44970_LOEP01000012_880	-	220	6.3e-143	476.2	0.3	1	1	8e-147	7e-143	476	0.3	1	220	1	220	1	220	1	[1784 - 2443]	219	0.9954545454545455
LOEP01000012_880	-	157	44970_LOEP01000012_880	-	220	9.5e-93	312.1	0.2	1	1	1.2e-96	1.1e-92	312	0.2	14	170	2	157	1	157	0.99	[55965 - 56435] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	155	0.7045454545454546
Ga0207719_100190_852	-	192	44970_LOEP01000012_880	-	220	3.3e-11	45.6	0.9	1	1	9.7e-15	8.5e-11	44.2	0.9	18	196	2	177	1	191	0.81	[34989 - 34414] (REVERSE SENSE)	175	0.7954545454545454
Ga0207719_100190_1124	-	209	45204_LOEP01000012_1114	-	209	8.1e-119	397.1	8.6	1	1	6.5e-123	9e-119	397	8.6	1	209	1	209	1	209	1	[18574 - 17948] (REVERSE SENSE)	208	0.9952153110047847
Ga0207733_100382_280	-	209	45204_LOEP01000012_1114	-	209	8.1e-119	397.1	8.6	1	1	6.5e-123	9e-119	397	8.6	1	209	1	209	1	209	1	[17655 - 18281]	208	0.9952153110047847
LOEP01000012_1114	-	209	45204_LOEP01000012_1114	-	209	1.6e-116	389.6	3.4	1	1	1.3e-120	1.8e-116	389.5	3.4	1	208	1	208	1	209	0.99	[42282 - 41656] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	207	0.9904306220095693
ATYM01000002_2105	-	199	45204_LOEP01000012_1114	-	209	3.8e-110	368.8	10.1	1	1	3.1e-114	4.2e-110	368.7	10.1	1	200	1	199	1	199	1	[80310 - 79714] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	198	0.9473684210526315
Ga0207719_100190_1128	-	76	45209_LOEP01000012_1119	-	76	1.6e-50	171.6	0.1	1	1	9.2e-55	1.8e-50	171.5	0.1	1	76	1	76	1	76	1	[17908 - 17681] (REVERSE SENSE)	75	0.9868421052631579
Ga0207733_100382_284	-	76	45209_LOEP01000012_1119	-	76	1.6e-50	171.6	0.1	1	1	9.2e-55	1.8e-50	171.5	0.1	1	76	1	76	1	76	1	[18321 - 18548]	75	0.9868421052631579
LOEP01000012_1119	-	64	45209_LOEP01000012_1119	-	76	2.1e-36	126.4	0	1	1	1.2e-40	2.3e-36	126.2	0	9	70	2	64	1	64	0.99	[41598 - 41407] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	62	0.8157894736842105
Ga0207733_100382_307	-	580	45230_LOEP01000012_1140	-	581	1.1e-266	888.2	16.3	1	1	1.2e-270	1.4e-266	887.9	16.3	4	581	19	579	8	579	0.99	[18494 - 20233]	560	0.963855421686747
Ga0207719_100190_1151	-	580	45230_LOEP01000012_1140	-	581	1.8e-266	887.5	16.2	1	1	1.8e-270	2.2e-266	887.2	16.2	4	581	19	579	8	579	0.99	[17735 - 15996] (REVERSE SENSE)	560	0.963855421686747
LOEP01000012_1140	-	574	45230_LOEP01000012_1140	-	581	1.8e-262	874.3	15.6	1	1	1.8e-266	2.2e-262	874	15.6	4	581	1	563	1	563	1	[41407 - 39686] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	562	0.9672977624784854
ATYM01000002_2126	-	565	45230_LOEP01000012_1140	-	581	1.1e-255	852	21.6	1	1	1.1e-259	1.3e-255	851.7	21.6	4	581	1	558	1	558	0.99	[79487 - 77793] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	557	0.9586919104991394
JABURA010000001_141	-	605	45230_LOEP01000012_1140	-	581	3.2e-229	764.6	12.7	1	1	3.2e-233	3.9e-229	764.3	12.7	2	570	19	605	18	605	0.99	[8411 - 10225] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	586	1.008605851979346
CP048739_1631	-	574	45230_LOEP01000012_1140	-	581	2.9e-219	731.7	9.7	1	1	2.7e-223	3.2e-219	731.5	9.7	4	573	1	573	1	574	0.99	[60742 - 59021] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	572	0.9845094664371773
CP058579_1183	-	599	45230_LOEP01000012_1140	-	581	3.2e-210	701.8	9.1	1	1	3.2e-214	3.9e-210	701.5	9.1	2	581	7	599	2	599	0.97	[85087 - 86883] [Halobonum sp. NJ-3-1 | 2743089.3]	592	1.0189328743545611
NZ_CP071597.1_2775	-	614	45230_LOEP01000012_1140	-	581	3.6e-143	480.4	16.7	1	1	3.8e-147	4.6e-143	480	16.7	6	537	19	576	14	611	0.9	[7827 - 5986] (REVERSE SENSE) Halovivax sp. KZCA124 chromosome 1, complete sequence	557	0.9586919104991394
LOEP01000012_1147	-	193	45237_LOEP01000012_1147	-	188	6.8e-93	311.9	12.4	1	1	7.9e-97	7.6e-93	311.8	12.4	1	187	4	192	4	193	0.99	[39673 - 39095] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	188	1
Ga0207719_100190_1159	-	199	45237_LOEP01000012_1147	-	188	6.1e-92	308.8	2.9	1	1	7e-96	6.8e-92	308.7	2.9	1	188	4	199	4	199	0.99	[15985 - 15389] (REVERSE SENSE)	195	1.0372340425531914
Ga0207733_100382_315	-	199	45237_LOEP01000012_1147	-	188	6.1e-92	308.8	2.9	1	1	7e-96	6.8e-92	308.7	2.9	1	188	4	199	4	199	0.99	[20244 - 20840]	195	1.0372340425531914
ATYM01000002_2135	-	186	45237_LOEP01000012_1147	-	188	6.9e-90	302.2	4	1	1	7.9e-94	7.6e-90	302	4	1	186	1	185	1	186	0.99	[77777 - 77220] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	184	0.9787234042553191
CP048739_1639	-	173	45237_LOEP01000012_1147	-	188	2e-67	228.9	0.7	1	1	2.2e-71	2.2e-67	228.8	0.7	1	186	1	172	1	173	0.98	[59016 - 58498] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	171	0.9095744680851063
JABURA010000001_148	-	180	45237_LOEP01000012_1147	-	188	1.9e-12	49.6	9.1	1	1	3.1e-16	3e-12	49	9.1	2	184	5	178	3	179	0.79	[10225 - 10764] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	173	0.9202127659574468
LOEP01000012_1157	-	327	45247_LOEP01000012_1157	-	327	7.8e-187	623	38.3	1	1	5.4e-191	8.7e-187	622.9	38.3	1	327	1	327	1	327	1	[39085 - 38105] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	326	0.9969418960244648
ATYM01000002_2150	-	312	45247_LOEP01000012_1157	-	327	3.7e-161	538.6	36.9	1	1	2.6e-165	4.2e-161	538.4	36.9	1	327	1	308	1	308	1	[77201 - 76266] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	307	0.9388379204892966
Ga0207719_100190_1171	-	311	45247_LOEP01000012_1157	-	327	2.4e-59	204	29.7	1	2	3.2e-54	5.1e-50	173.4	26.9	4	235	5	235	1	249	0.92	[15377 - 14445] (REVERSE SENSE)	230	0.70336391437308865
Ga0207733_100382_327	-	311	45247_LOEP01000012_1157	-	327	2.4e-59	204	29.7	1	2	3.2e-54	5.1e-50	173.4	26.9	4	235	5	235	1	249	0.92	[20852 - 21784]	230	0.70336391437308865
Ga0207719_100190_1180	-	130	45253_LOEP01000012_1163	-	131	1.1e-70	238.3	0.3	1	1	7.8e-75	1.3e-70	238.2	0.3	1	131	1	130	1	130	0.99	[14424 - 14035] (REVERSE SENSE)	129	0.9847328244274809
Ga0207733_100382_336	-	130	45253_LOEP01000012_1163	-	131	1.1e-70	238.3	0.3	1	1	7.8e-75	1.3e-70	238.2	0.3	1	131	1	130	1	130	0.99	[21805 - 22194]	129	0.9847328244274809
LOEP01000012_1163	-	134	45253_LOEP01000012_1163	-	131	2.3e-69	234.1	4.4	1	1	1.6e-73	2.5e-69	234	4.4	1	131	5	134	5	134	0.99	[38091 - 37690] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	129	0.9847328244274809
ATYM01000002_2153	-	132	45253_LOEP01000012_1163	-	131	7e-67	226.1	3.5	1	1	4.8e-71	7.8e-67	225.9	3.5	1	130	1	131	1	132	0.99	[76239 - 75844] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	130	0.9923664122137404
CP048739_1655	-	133	45253_LOEP01000012_1163	-	131	3.2e-19	71.9	0.1	1	1	2.2e-23	3.6e-19	71.7	0.1	1	129	2	131	2	133	0.93	[57446 - 57048] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	129	0.9847328244274809
LOEP01000012_1164	-	78	45254_LOEP01000012_1164	-	78	1.1e-41	143.1	2.1	1	1	7.5e-46	1.2e-41	142.9	2.1	1	78	1	78	1	78	1	[37747 - 37514] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	77	0.9871794871794872
ATYM01000002_2154	-	89	45254_LOEP01000012_1164	-	78	3.4e-41	141.5	1.4	1	1	2.6e-45	4.1e-41	141.2	1.4	2	78	12	89	9	89	0.99	[75934 - 75668] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	77	0.9871794871794872
Ga0207719_100190_1182	-	59	45254_LOEP01000012_1164	-	78	2e-29	103.8	9.1	1	1	1.4e-33	2.2e-29	103.7	9.1	20	78	1	59	1	59	1	[14035 - 13859] (REVERSE SENSE)	58	0.7435897435897436
Ga0207733_100382_337	-	59	45254_LOEP01000012_1164	-	78	2e-29	103.8	9.1	1	1	1.4e-33	2.2e-29	103.7	9.1	20	78	1	59	1	59	1	[22194 - 22370]	58	0.7435897435897436
Ga0207733_100382_344	-	210	45263_LOEP01000012_1173	-	211	8.3e-106	354.5	0.1	1	1	4.8e-110	9.2e-106	354.4	0.1	1	211	1	210	1	210	1	[22377 - 23006]	209	0.990521327014218
Ga0207719_100190_1189	-	210	45263_LOEP01000012_1173	-	211	1.2e-105	354	0.1	1	1	6.8e-110	1.3e-105	353.9	0.1	1	211	1	210	1	210	1	[13852 - 13223] (REVERSE SENSE)	209	0.990521327014218
LOEP01000012_1173	-	212	45263_LOEP01000012_1173	-	211	1.3e-103	347.3	0	1	1	7.7e-108	1.5e-103	347.1	0	1	211	1	212	1	212	0.99	[37507 - 36872] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	211	1
ATYM01000002_2161	-	246	45263_LOEP01000012_1173	-	211	1.6e-103	347	0.2	1	1	1e-107	2e-103	346.7	0.2	2	207	51	245	50	246	0.99	[75809 - 75072] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	194	0.919431279620853
CP048739_1665	-	214	45263_LOEP01000012_1173	-	211	7.8e-16	60.5	4.1	1	1	1e-19	2e-15	59.2	4.1	12	200	31	206	20	214	0.79	[56866 - 56225] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	175	0.8293838862559242
LOEP01000012_1200	-	97	45290_LOEP01000012_1200	-	97	3e-48	164.1	0.9	1	1	2.4e-52	3.3e-48	164	0.9	1	97	1	97	1	97	0.99	[35313 - 35023] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	96	0.9896907216494846
ATYM01000002_2187	-	97	45290_LOEP01000012_1200	-	97	4.3e-47	160.4	2.7	1	1	3.5e-51	4.8e-47	160.2	2.7	1	97	1	97	1	97	0.99	[73505 - 73215] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	96	0.9896907216494846
Ga0207733_100382_368	-	94	45290_LOEP01000012_1200	-	97	6.6e-45	153.4	1.2	1	1	5.3e-49	7.3e-45	153.2	1.2	2	94	1	94	1	94	0.98	[24464 - 24745]	93	0.9587628865979382
Ga0207719_100190_1214	-	94	45290_LOEP01000012_1200	-	97	1.1e-44	152.7	0.9	1	1	8.5e-49	1.2e-44	152.6	0.9	2	94	1	94	1	94	0.99	[11765 - 11484] (REVERSE SENSE)	93	0.9587628865979382
Ga0207733_100382_374	-	98	45297_LOEP01000012_1207	-	98	2.2e-57	193.6	0	1	1	2e-61	2.5e-57	193.5	0	1	98	1	98	1	98	0.99	[24761 - 25054]	97	0.9897959183673469
Ga0207719_100190_1219	-	105	45297_LOEP01000012_1207	-	98	9.5e-57	191.6	0	1	1	8.8e-61	1.1e-56	191.5	0	1	98	8	105	8	105	0.99	[11488 - 11174] (REVERSE SENSE)	97	0.9897959183673469
ATYM01000002_2192	-	98	45297_LOEP01000012_1207	-	98	6e-53	179.4	0	1	1	5.5e-57	6.6e-53	179.3	0	1	98	1	98	1	98	0.99	[73205 - 72912] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	97	0.9897959183673469
LOEP01000012_1207	-	97	45297_LOEP01000012_1207	-	98	1.4e-52	178.3	0	1	1	1.3e-56	1.5e-52	178.1	0	1	97	1	97	1	97	0.99	[35012 - 34722] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	96	0.9795918367346939
LOEP01000012_1233	-	653	45323_LOEP01000012_1233	-	638	0	1011.1	6.6	1	1	0	0	1010.9	6.6	5	638	2	653	1	653	1	[34719 - 32761] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	651	1.0203761755485894
Ga0207719_100190_1240	-	650	45323_LOEP01000012_1233	-	638	2.3e-296	987	6.2	1	1	9.2e-300	2.5e-296	986.8	6.2	1	638	1	650	1	650	1	[11187 - 9238] (REVERSE SENSE)	649	1.0172413793103448
Ga0207733_100382_394	-	650	45323_LOEP01000012_1233	-	638	5.2e-293	975.8	5.6	1	1	2.1e-296	5.9e-293	975.7	5.6	1	638	1	650	1	650	1	[25041 - 26990]	649	1.0172413793103448
ATYM01000002_2219	-	653	45323_LOEP01000012_1233	-	638	4e-290	966.3	2.4	1	1	1.6e-293	4.5e-290	966.1	2.4	1	638	1	653	1	653	1	[72925 - 70967] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	652	1.0219435736677116
JNCS01000001_2656	-	674	45323_LOEP01000012_1233	-	638	1.4e-264	881.9	11.7	1	1	5.8e-268	1.6e-264	881.7	11.7	1	635	4	674	4	674	0.99	[6823 - 4802] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	670	1.0501567398119123
JABURA010000001_409	-	640	45323_LOEP01000012_1233	-	638	2.1e-246	821.9	9.9	1	1	8.5e-250	2.3e-246	821.7	9.9	1	638	1	638	1	638	0.97	[27237 - 29156] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	637	0.9984326018808778
QMWF01000152.1_119	-	568	45323_LOEP01000012_1233	-	638	7e-209	697.9	7.8	1	1	3e-212	8.3e-209	697.7	7.8	9	568	3	558	1	564	0.98	[1705 - 2] (REVERSE SENSE) Candidatus Geothermarchaeota archaeon isolate B85_G16 B85_Guay16_scaffold_46347, whole genome shotgun sequence	555	0.8699059561128527
QMYS01000134.1_187	-	553	45323_LOEP01000012_1233	-	638	1.7e-196	657	17.8	1	1	1.1e-199	3.1e-196	656.2	17.8	9	567	3	536	1	553	0.98	[1696 - 38] (REVERSE SENSE) Candidatus Thorarchaeota archaeon isolate B59_G1 B59_Guay1_scaffold_13974, whole genome shotgun sequence	533	0.835423197492163
NZ_CP071597.1_529	-	617	45323_LOEP01000012_1233	-	638	3.4e-180	603.1	0.6	1	1	1.4e-183	3.9e-180	603	0.6	5	634	3	616	1	617	0.91	[33997 - 35847] Halovivax sp. KZCA124 chromosome 1, complete sequence	613	0.9608150470219435
JGI12330J12834_1000008_2911	-	631	45323_LOEP01000012_1233	-	638	5.6e-143	480.2	17.4	1	1	2.3e-146	6.2e-143	480	17.4	14	629	7	630	1	631	0.92	[6802 - 4910] (REVERSE SENSE)	623	0.9764890282131662
Ga0207718_100100_2679	-	649	45323_LOEP01000012_1233	-	638	2.8e-142	477.9	0.9	1	1	1.3e-145	3.7e-142	477.5	0.9	13	622	17	640	6	648	0.92	[6899 - 4953] (REVERSE SENSE)	623	0.9764890282131662
DRYJ01000053.1_92	-	618	45323_LOEP01000012_1233	-	638	9.3e-71	241.6	0.3	1	1	3.9e-74	1.1e-70	241.4	0.3	9	625	3	615	1	618	0.84	[3723 - 5576] TPA_asm: Candidatus Bathyarchaeota archaeon isolate SpSt-11 Ga0065719_100268, whole genome shotgun sequence	612	0.9592476489028213
Ga0065719_100268_92	-	618	45323_LOEP01000012_1233	-	638	9.3e-71	241.6	0.3	1	1	3.9e-74	1.1e-70	241.4	0.3	9	625	3	615	1	618	0.84	[3723 - 5576]	612	0.9592476489028213
LKMP01000007.1_1269	-	596	45323_LOEP01000012_1233	-	638	1.6e-61	211.1	12.1	1	1	7.1e-65	2e-61	210.8	12.1	10	560	3	566	1	590	0.81	[21415 - 19628] (REVERSE SENSE) Nanohaloarchaea archaeon B1-Br10_U2g21 LB-BRINE-C121, whole genome shotgun sequence	563	0.8824451410658307
Ga0207715_100102_886	-	711	45323_LOEP01000012_1233	-	638	1.5e-57	198	14.1	1	1	6.3e-61	1.7e-57	197.8	14.1	12	522	8	546	1	637	0.81	[71922 - 69790] (REVERSE SENSE)	538	0.8432601880877743
DQXS01000079.1_50	-	601	45323_LOEP01000012_1233	-	638	3.9e-39	137.2	5.5	1	1	1.4e-42	3.9e-39	137.2	5.5	9	497	2	481	1	513	0.87	[1589 - 3391] TPA_asm: Candidatus Altiarchaeales archaeon isolate HyVt-139 Ga0116200_10000074, whole genome shotgun sequence	479	0.7507836990595611
Ga0116200_10000074_50	-	601	45323_LOEP01000012_1233	-	638	3.9e-39	137.2	5.5	1	1	1.4e-42	3.9e-39	137.2	5.5	9	497	2	481	1	513	0.87	[1589 - 3391]	479	0.7507836990595611
QNAN01000020.1_50	-	601	45323_LOEP01000012_1233	-	638	1.1e-38	135.7	5.3	1	1	3.8e-42	1.1e-38	135.7	5.3	9	497	2	481	1	513	0.87	[1589 - 3391] Thermotogae bacterium isolate B96_G9 B96_Guay9_scaffold_13443, whole genome shotgun sequence	479	0.7507836990595611
DQZJ01000063.1_58	-	539	45323_LOEP01000012_1233	-	638	1.5e-36	128.6	4.3	1	1	7.4e-40	2.1e-36	128.1	4.3	26	510	54	507	35	519	0.82	[1729 - 3345] TPA_asm: Candidatus Aenigmarchaeota archaeon isolate HyVt-178 Ga0116200_10020085, whole genome shotgun sequence	453	0.7100313479623824
CP010426.1_17077	-	765	45323_LOEP01000012_1233	-	638	3.7e-31	110.8	20.1	1	2	1.5e-34	4.2e-31	110.6	15.4	155	526	153	520	2	559	0.72	[771351 - 769057] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	367	0.5752351097178683
Ga0222667_1000160_1268	-	594	45323_LOEP01000012_1233	-	638	3.1e-30	107.7	5.8	2	2	2.3e-30	6.5e-27	96.8	2.5	208	630	206	580	171	588	0.78	[17014 - 15233] (REVERSE SENSE)	374	0.5862068965517241
Ga0075122_10000557_369	-	602	45323_LOEP01000012_1233	-	638	2.5e-28	101.5	14.4	1	1	9.3e-31	2.6e-27	98.1	14.4	24	630	21	588	2	597	0.77	[17633 - 19438]	567	0.8887147335423198
CP058579_1394	-	667	45323_LOEP01000012_1233	-	638	3.3e-26	94.4	0.3	1	1	1.6e-29	4.5e-26	94	0.3	19	624	42	652	29	666	0.74	[101707 - 103707] [Halobonum sp. NJ-3-1 | 2743089.3]	610	0.9561128526645768
DRBS01000206.1_58	-	634	45323_LOEP01000012_1233	-	638	3.1e-25	91.2	24.7	1	1	1.4e-27	3.8e-24	87.6	24.7	25	567	54	616	15	634	0.74	[1494 - 3395] TPA_asm: Candidatus Desulfofervidus auxilii isolate HyVt-233 Ga0116200_10000518, whole genome shotgun sequence	562	0.8808777429467085
JAADFW010000227.1_570	-	630	45323_LOEP01000012_1233	-	638	1.5e-21	79.1	9	1	1	7.1e-25	2e-21	78.7	9	202	622	190	621	156	630	0.69	[8436 - 6547] (REVERSE SENSE) Chlorobi bacterium isolate M_MaxBin.088 contig-127_5253, whole genome shotgun sequence	431	0.6755485893416928
Ga0075122_10000851_87	-	598	45323_LOEP01000012_1233	-	638	6.9e-21	76.9	13.2	1	1	6.3e-24	1.7e-20	75.5	13.2	9	494	4	491	1	530	0.76	[3093 - 4886]	487	0.7633228840125392
Ga0164313_10000250_360	-	724	45323_LOEP01000012_1233	-	638	1.3e-16	62.7	8.4	1	2	4.9e-20	1.3e-16	62.7	8.4	24	551	34	548	5	596	0.7	[20706 - 22877]	514	0.8056426332288401
QNDS01000002.1_360	-	724	45323_LOEP01000012_1233	-	638	1.3e-16	62.7	8.4	1	2	4.9e-20	1.3e-16	62.7	8.4	24	551	34	548	5	596	0.7	[20706 - 22877] Candidatus Fermentibacteria bacterium isolate B22_G4 B22_Guay4_scaffold_00250, whole genome shotgun sequence	514	0.8056426332288401
CP058579_1342	-	384	45346_LOEP01000012_1256	-	343	6e-171	570.5	20	1	1	4.9e-175	6.8e-171	570.3	20	1	343	28	384	28	384	0.99	[98558 - 99709] [Halobonum sp. NJ-3-1 | 2743089.3]	356	1.0379008746355685
LOEP01000012_1256	-	345	45346_LOEP01000012_1256	-	343	5.7e-170	567.3	24.1	1	1	4.6e-174	6.4e-170	567.1	24.1	1	343	2	345	2	345	1	[32417 - 31383] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	343	1
Ga0207733_100382_418	-	353	45346_LOEP01000012_1256	-	343	1.2e-168	563	22.4	1	1	9.6e-173	1.3e-168	562.8	22.4	1	343	10	353	10	353	1	[27296 - 28354]	343	1
Ga0207719_100190_1263	-	352	45346_LOEP01000012_1256	-	343	7.8e-167	557	22.2	1	1	6.4e-171	8.8e-167	556.8	22.2	1	343	10	352	10	352	0.99	[8932 - 7877] (REVERSE SENSE)	342	0.9970845481049563
CP048739_1702	-	355	45346_LOEP01000012_1256	-	343	3.3e-166	554.9	24.2	1	1	2.7e-170	3.7e-166	554.8	24.2	1	343	1	355	1	355	1	[54317 - 53253] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	354	1.032069970845481
JABURA010000001_339	-	322	45346_LOEP01000012_1256	-	343	5.2e-22	80.7	25.4	1	1	5.5e-26	7.6e-22	80.2	25.4	2	335	2	317	1	322	0.76	[23871 - 24836] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	315	0.9183673469387755
NZ_CP071597.1_490	-	329	45346_LOEP01000012_1256	-	343	8.5e-21	76.8	25.4	1	1	8.2e-25	1.1e-20	76.4	25.4	1	335	4	324	4	329	0.8	[31936 - 32922] Halovivax sp. KZCA124 chromosome 1, complete sequence	320	0.9329446064139941
Ga0207733_100382_434	-	217	45358_LOEP01000012_1268	-	211	1.2e-109	367.2	0.7	1	1	1.3e-113	1.4e-109	367	0.7	1	208	7	217	7	217	0.99	[28446 - 29096]	210	0.995260663507109
Ga0207719_100190_1278	-	242	45358_LOEP01000012_1268	-	211	3e-109	365.9	0.4	1	1	3.1e-113	3.3e-109	365.7	0.4	1	208	32	242	32	242	0.99	[7867 - 7142] (REVERSE SENSE)	210	0.995260663507109
LOEP01000012_1268	-	211	45358_LOEP01000012_1268	-	211	8e-108	361.2	0.2	1	1	8.3e-112	8.9e-108	361.1	0.2	1	208	1	211	1	211	0.99	[31277 - 30645] (REVERSE SENSE) Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	210	0.995260663507109
